Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
8,408,no,no,0,48.9,109,19.02,88.7,144,11.52,275.6,68,8.78,19.8,16,1.15,2,0
132,510,no,no,26,204.2,121,25.14,34.9,138,13.85,86.1,88,15.06,0.8,8,2.5,5,0
104,510,no,yes,2,344.8,129,48.81,315.3,110,8.16,124.7,70,14.74,3.4,17,0.07,5,1
132,415,no,no,11,33.7,161,9.84,34.9,166,8.22,11.9,57,15.98,3.6,13,3.12,0,0
184,510,no,yes,29,100.0,26,50.17,4.8,48,1.86,242.0,149,8.23,8.9,8,3.29,3,0
25,510,no,no,8,304.3,164,14.26,170.4,106,18.41,242.1,58,6.98,0.8,9,3.48,0,0
195,408,no,no,36,25.3,149,34.75,265.5,92,13.44,286.6,171,11.32,9.6,19,2.78,6,0
96,408,yes,yes,0,306.6,67,40.46,166.1,123,18.18,4.3,36,7.08,18.6,1,2.26,6,1
195,510,no,yes,41,183.5,13,53.4,18.7,60,16.41,323.0,161,0.71,0.2,2,4.28,5,0
155,415,no,no,48,142.9,97,35.85,250.5,139,23.97,291.8,99,12.24,7.3,4,3.84,1,0
93,408,no,no,3,108.4,22,26.74,233.2,140,22.53,55.7,112,4.78,15.2,3,3.06,3,0
160,510,no,yes,14,104.0,114,33.76,247.4,57,23.14,137.3,167,0.83,3.1,2,0.23,2,0
178,510,no,no,50,107.0,111,11.92,76.7,10,14.98,252.2,19,0.35,1.6,18,3.47,7,0
61,415,no,no,26,309.7,95,40.66,288.8,158,10.62,195.8,16,15.83,12.6,9,2.79,1,0
122,415,no,no,7,253.3,77,11.03,173.9,138,28.0,45.5,3,4.29,0.2,6,3.47,1,0
51,408,no,yes,22,234.4,60,32.88,194.7,121,1.63,34.5,49,7.61,16.0,11,1.56,0,0
147,415,no,no,14,279.6,84,38.21,198.1,104,4.58,308.7,81,16.16,1.3,7,3.88,8,1
21,510,no,no,26,90.0,70,53.02,104.1,35,12.59,61.6,49,7.95,10.5,4,2.09,2,0
5,510,no,yes,30,216.3,84,26.56,90.8,129,18.42,68.0,15,1.34,14.8,12,4.47,7,1
210,415,no,no,38,161.0,49,45.74,1.7,86,0.25,328.2,71,9.38,4.8,8,0.52,6,1
92,415,no,no,46,273.9,139,9.88,144.0,60,21.58,241.8,60,1.5,2.1,3,2.42,0,0
170,415,no,no,7,108.2,14,9.22,176.1,163,16.76,238.9,43,1.62,3.5,1,1.03,5,1
61,415,yes,yes,29,225.1,144,30.96,269.6,77,14.54,189.3,145,14.48,17.1,4,2.27,7,1
22,408,no,no,41,308.8,33,35.18,24.2,48,12.7,224.8,49,4.92,14.1,1,1.77,5,1
149,415,no,no,17,140.8,34,37.31,335.4,154,15.58,237.7,79,11.54,4.0,17,4.02,8,0
70,408,no,no,3,23.3,38,43.99,95.8,139,4.85,382.3,29,8.65,14.3,5,0.84,2,0
1,510,no,no,46,180.6,132,17.4,133.1,5,3.26,88.1,48,3.78,14.2,10,2.99,5,0
133,415,no,no,42,121.1,29,36.73,17.6,43,8.69,84.8,97,8.8,20.0,9,2.03,3,0
233,408,no,no,21,235.3,131,11.1,237.1,22,21.29,22.6,148,1.17,7.8,0,2.59,2,1
12,415,no,yes,2,332.9,142,12.92,257.3,114,17.65,260.0,149,5.9,17.3,1,3.57,7,1
90,510,no,no,14,170.0,102,3.97,337.2,97,14.4,216.9,174,8.89,8.9,9,1.79,6,0
46,510,no,no,34,163.2,162,44.07,122.3,107,17.15,43.9,24,3.88,18.0,4,1.84,6,0
34,510,yes,yes,46,229.1,73,29.91,93.4,95,16.78,144.0,55,11.22,1.8,11,0.38,4,1
177,415,yes,no,37,36.2,54,14.05,263.6,25,9.21,70.6,155,0.88,3.5,18,2.76,0,1
78,415,no,no,32,88.7,59,32.82,256.6,134,2.92,130.9,160,8.24,17.0,1,2.08,5,0
218,408,no,yes,13,321.6,23,20.9,340.2,159,26.9,375.7,3,12.15,16.4,5,4.06,5,1
45,510,no,yes,47,234.5,21,49.4,74.5,32,18.0,269.9,11,7.31,6.1,14,2.2,2,0
155,415,yes,yes,0,4.7,31,31.16,256.0,81,20.93,3.0,144,14.87,11.9,7,4.85,4,1
73,510,no,yes,48,71.6,94,1.76,24.3,147,13.92,99.7,35,10.75,7.7,15,0.86,8,0
26,510,no,no,25,239.0,82,58.12,174.4,94,22.69,4.1,15,16.29,0.2,18,1.34,6,0
47,408,no,yes,7,267.5,2,4.38,43.3,169,17.53,282.4,150,4.83,0.5,17,1.96,7,0
121,408,no,no,49,294.0,69,41.06,237.1,128,1.61,185.4,120,15.96,1.1,16,0.85,8,1
214,408,no,no,15,102.3,159,25.8,218.3,6,26.7,392.6,136,10.32,11.9,0,4.86,5,1
239,408,no,yes,37,325.9,129,14.71,17.7,123,9.17,289.8,77,12.67,5.6,10,3.2,4,0
56,510,no,no,9,193.5,87,39.91,116.0,57,4.14,204.6,54,15.34,2.9,3,0.06,4,0
94,408,no,no,41,243.8,108,7.43,143.4,85,2.64,317.9,72,9.37,18.8,5,2.89,4,0
107,408,no,no,36,208.9,58,50.64,90.0,33,21.61,278.4,63,14.66,2.4,6,3.91,3,0
63,408,no,yes,25,43.0,76,14.79,14.0,50,21.12,96.3,174,9.21,13.5,7,0.26,1,0
48,408,no,yes,27,337.1,13,21.33,115.7,119,21.0,209.5,89,10.19,17.9,9,2.89,6,0
61,510,no,no,11,43.0,50,37.33,287.7,137,27.47,219.6,137,7.57,3.3,16,1.87,6,0
81,408,no,no,19,89.2,138,0.06,130.7,110,10.47,178.2,88,2.48,4.3,11,2.91,7,1
26,510,no,no,48,284.8,77,27.89,117.4,105,16.83,70.8,3,9.41,11.5,7,1.26,7,0
36,415,no,no,13,216.5,79,52.76,341.9,25,18.58,88.2,29,16.62,10.2,11,3.33,7,1
1,510,no,yes,45,293.4,9,40.14,15.1,31,29.38,111.0,138,13.38,10.4,16,3.36,8,1
8,510,no,no,34,180.5,79,22.89,278.5,123,9.37,4.1,50,12.71,11.1,2,2.7,5,0
113,408,no,yes,28,131.9,123,38.97,175.4,169,28.69,362.2,146,10.94,19.0,13,4.62,3,0
99,415,no,yes,11,322.6,33,55.26,342.8,11,4.46,271.0,140,5.91,1.1,11,4.55,1,0
180,415,no,no,17,12.7,120,11.08,142.8,167,22.92,272.4,130,2.88,15.2,4,0.24,4,0
207,415,no,yes,43,299.6,79,31.38,257.0,86,18.99,226.1,111,3.82,4.7,12,1.45,5,0
47,415,no,no,1,80.8,52,13.85,25.4,77,24.51,272.3,77,0.11,7.5,10,1.82,6,0
127,510,no,no,1,297.1,155,50.4,337.1,33,0.86,387.8,165,11.45,1.8,15,0.28,5,1
56,415,yes,yes,16,48.7,17,42.54,125.1,69,2.34,152.1,26,13.8,8.9,9,2.62,3,0
214,510,no,no,9,203.1,153,47.26,190.2,154,2.09,281.4,87,4.57,16.1,7,0.12,3,0
14,510,no,no,17,310.8,101,55.64,50.3,7,17.79,142.0,137,1.56,2.0,5,3.39,6,1
218,510,no,no,21,165.7,134,13.71,343.2,80,18.09,337.4,117,5.71,5.5,19,0.01,0,0
28,415,no,yes,18,261.3,97,2.87,244.3,25,27.18,338.9,154,4.96,7.5,19,0.16,2,0
215,408,no,no,0,281.6,44,17.16,19.6,56,14.03,356.4,6,7.66,2.1,2,4.17,1,0
78,408,no,no,23,257.8,34,23.55,56.3,134,2.04,2.2,114,4.49,15.2,19,1.26,1,0
216,415,no,no,35,323.9,113,36.88,145.1,25,6.29,117.8,91,5.78,15.7,9,0.41,6,0
130,408,no,yes,24,156.4,20,47.06,78.7,113,0.24,52.9,89,15.43,16.7,17,2.0,4,1
109,408,no,no,35,60.6,155,20.64,110.6,117,23.3,179.3,81,5.69,11.7,9,0.25,2,0
154,510,no,yes,30,16.7,95,27.94,362.1,115,24.47,195.7,12,13.35,10.1,12,3.75,8,0
14,510,yes,no,30,86.3,43,46.34,239.1,46,29.94,101.1,71,10.64,5.3,13,2.47,8,1
187,415,yes,yes,1,50.1,79,13.29,334.8,101,12.37,285.8,90,5.74,13.1,0,2.76,2,0
56,415,no,no,18,195.3,55,12.81,158.2,123,0.58,106.6,141,13.9,8.9,19,3.77,1,0
115,408,no,no,11,64.7,137,34.76,257.8,162,7.04,337.3,104,10.12,19.4,14,3.92,2,1
7,510,no,yes,9,13.6,150,25.73,166.9,157,17.63,70.2,43,0.15,19.4,11,0.68,8,0
3,415,yes,yes,30,12.6,142,55.98,119.1,23,28.86,145.1,83,1.17,18.1,15,1.4,7,0
111,415,no,no,44,291.0,54,21.06,188.5,29,3.11,245.8,27,12.79,7.2,6,0.88,2,0
151,415,no,no,21,207.0,42,44.81,155.1,53,3.65,239.1,22,7.59,7.4,13,0.27,3,0
238,415,no,no,22,125.3,49,34.4,355.9,66,21.05,30.8,11,6.89,17.1,8,2.69,4,0
107,415,no,no,22,313.0,5,3.22,180.1,31,20.02,334.3,151,2.48,14.6,8,1.25,3,0
239,415,no,yes,14,24.6,160,4.98,294.4,7,7.52,236.2,50,2.67,14.1,9,0.77,1,0
237,408,no,no,25,343.1,61,11.99,242.1,45,24.39,343.6,107,13.56,5.6,8,2.55,8,1
18,510,no,no,2,215.7,54,8.45,174.1,79,3.86,342.7,149,14.09,16.7,15,3.17,1,0
38,510,no,no,22,64.2,139,19.43,172.1,34,27.77,215.6,61,9.52,11.6,7,3.86,4,0
227,415,no,no,19,237.7,115,34.16,124.1,88,6.03,359.8,25,5.02,8.9,1,0.09,8,1
115,510,no,no,44,267.2,30,35.54,38.8,78,2.44,335.1,57,15.86,17.3,17,2.63,7,1
15,510,no,no,39,150.3,73,34.68,276.4,135,10.19,378.5,142,10.61,7.9,17,1.34,0,0
192,510,no,yes,38,301.6,33,6.94,333.3,33,5.64,335.9,67,13.54,13.1,11,4.96,2,0
217,415,no,no,7,52.8,9,35.41,79.1,24,15.81,324.4,5,0.06,9.3,2,0.78,8,0
119,415,no,no,17,97.6,51,24.18,336.0,112,20.61,185.4,110,7.66,11.9,1,2.19,2,0
229,510,no,yes,40,32.7,77,53.28,84.3,82,14.73,83.8,129,14.81,0.8,5,4.85,3,0
28,510,no,no,5,73.8,2,53.81,192.4,42,19.82,359.7,158,5.75,9.2,5,1.07,2,0
202,415,no,no,26,83.6,160,45.32,124.7,125,10.95,285.4,23,12.35,11.1,16,4.03,6,1
39,408,no,no,35,321.2,134,41.48,41.6,12,0.84,111.3,34,11.18,9.9,15,1.22,8,1
185,510,no,no,14,27.3,3,6.78,19.2,124,29.22,134.7,46,2.59,16.9,12,0.38,3,0
17,408,yes,no,36,149.6,47,5.0,132.6,75,24.58,271.0,30,13.17,6.2,11,0.21,8,0
231,510,no,yes,4,186.3,73,49.61,17.2,86,2.2,188.7,88,1.91,17.7,10,4.74,1,0
86,408,no,no,38,314.5,78,25.19,37.8,103,13.48,32.2,75,12.37,8.1,14,1.06,1,1
218,408,no,no,8,349.2,143,26.63,51.7,129,19.05,55.9,117,16.85,13.9,16,1.46,8,0
126,408,no,no,6,263.7,3,50.02,0.7,39,5.72,294.5,129,16.29,1.7,19,4.83,6,1
44,415,no,no,40,339.8,3,36.66,55.6,22,17.34,129.8,103,13.6,4.0,7,3.29,4,1
25,408,no,yes,19,275.5,119,10.59,209.6,68,16.01,200.5,58,9.09,15.2,6,2.44,4,1
145,408,no,no,9,337.1,118,12.45,297.5,33,6.25,302.8,95,11.47,0.2,10,2.18,8,0
13,408,no,no,25,247.5,154,0.38,70.2,154,4.24,296.7,62,12.38,19.4,7,0.24,3,0
212,510,no,no,3,27.9,16,41.93,29.4,54,22.77,66.0,144,0.14,3.8,18,4.19,0,0
25,408,no,no,37,140.7,95,28.65,264.8,105,9.68,38.9,53,1.74,18.0,5,3.81,5,0
68,510,no,no,23,226.3,69,56.05,3.0,3,7.32,233.5,124,10.15,10.3,19,0.45,2,0
138,408,no,no,13,122.8,96,42.13,266.5,69,22.14,292.9,148,0.11,11.3,18,1.77,1,0
67,408,no,no,40,95.7,7,6.09,47.6,154,22.08,58.9,21,15.45,1.7,18,4.43,3,0
233,415,no,no,0,202.1,113,9.53,82.9,46,8.29,146.9,124,8.32,7.3,3,1.18,8,0
109,510,no,no,16,326.7,4,29.6,43.6,113,26.18,343.8,96,4.38,3.1,14,3.06,7,1
146,408,no,no,44,12.2,46,54.57,89.8,116,20.65,373.0,115,6.69,10.5,16,2.44,6,1
111,510,no,no,23,269.2,39,14.59,289.7,117,10.37,179.4,28,14.46,11.0,17,4.09,1,0
228,510,no,no,26,253.0,121,48.71,48.1,167,12.82,31.4,148,15.76,14.2,19,0.18,0,0
111,415,no,yes,6,337.4,134,18.42,360.9,154,21.8,101.8,1,1.98,17.6,11,4.08,6,1
214,415,no,no,8,325.7,139,15.92,118.7,6,6.35,92.0,41,13.23,9.4,9,0.68,4,0
34,415,no,yes,42,266.8,93,53.18,334.7,150,14.06,94.4,51,9.83,4.7,8,0.08,7,0
111,415,yes,no,34,182.1,152,2.79,69.0,112,19.61,195.1,37,9.95,6.7,7,2.98,4,0
8,415,no,no,11,71.5,27,38.98,68.2,97,16.18,230.4,130,13.25,16.9,7,1.29,4,0
168,415,no,no,20,190.8,76,2.55,205.2,28,18.25,48.4,152,3.79,2.9,10,3.55,7,1
113,415,no,no,2,267.9,48,47.25,18.4,114,16.39,351.3,76,9.03,12.5,11,2.35,8,1
236,415,no,yes,14,313.5,85,48.93,290.8,154,5.98,244.9,142,5.43,0.3,5,3.03,1,1
83,408,no,no,20,276.4,53,52.71,159.6,139,12.31,235.9,104,1.61,4.9,2,3.45,7,1
42,510,yes,no,9,68.3,17,10.98,253.8,144,15.96,390.0,9,1.79,11.8,14,4.63,6,0
169,415,no,no,32,209.9,26,7.35,63.4,36,23.4,248.1,119,2.32,9.1,5,4.12,7,0
101,415,no,yes,45,116.3,71,29.71,233.2,33,19.62,366.9,126,10.45,9.9,6,2.48,2,0
6,510,no,no,5,3.2,133,16.03,215.6,163,12.8,113.1,113,1.8,13.2,5,2.19,3,0
180,408,no,no,1,70.1,121,35.77,274.3,133,29.23,94.9,68,9.69,4.7,1,3.27,6,0
26,510,no,no,28,39.6,104,30.31,108.0,95,3.23,204.0,108,10.0,5.6,5,3.67,4,0
64,510,no,no,39,295.0,68,8.55,338.7,159,6.2,200.9,43,15.37,13.7,1,0.86,6,1
226,415,no,no,32,90.5,70,43.62,349.0,72,10.24,89.5,168,10.65,10.8,0,0.16,5,0
187,510,no,no,3,99.6,149,47.42,315.1,121,6.86,276.4,19,16.75,0.3,14,2.27,3,0
184,510,no,no,3,336.0,116,56.82,207.6,149,18.76,11.7,106,0.53,13.4,9,0.5,1,0
59,415,yes,no,28,132.7,31,23.34,152.6,9,1.19,272.8,164,11.97,12.4,9,1.36,5,0
109,415,no,yes,36,3.4,108,19.93,21.1,28,5.32,180.6,166,0.45,1.6,9,2.92,5,1
198,415,no,no,19,99.3,96,11.34,343.8,138,8.8,272.2,118,12.4,15.0,4,0.76,5,0
229,415,yes,no,40,41.8,0,10.67,345.5,91,20.5,188.4,108,6.56,10.4,3,0.14,0,0
121,510,no,yes,22,36.0,107,18.94,6.8,55,26.28,386.0,7,10.39,4.1,14,2.77,5,0
33,510,no,yes,44,27.1,113,57.93,129.6,84,23.95,132.2,42,5.26,11.2,8,2.33,1,0
181,408,no,no,17,207.6,40,5.44,319.5,94,5.46,388.1,137,2.7,11.9,15,1.53,4,1
150,408,no,yes,48,66.3,7,15.3,29.3,57,16.96,25.7,40,12.3,18.4,8,2.34,6,0
21,510,no,no,24,126.4,159,5.07,71.4,51,0.9,270.1,131,15.38,14.8,18,3.42,0,0
198,408,no,yes,0,301.7,29,16.14,355.3,60,9.32,179.4,131,3.12,6.0,13,0.55,4,1
70,510,no,no,14,148.5,45,5.45,307.6,16,24.18,324.7,23,15.65,2.4,11,1.28,8,1
112,408,no,yes,33,320.5,104,29.99,331.1,29,13.7,311.9,20,2.38,17.1,11,3.97,2,1
4,415,no,yes,47,174.3,95,25.86,51.6,71,4.5,316.1,137,12.51,16.9,2,3.35,1,0
94,408,no,no,19,139.6,60,10.27,76.7,36,13.16,37.4,45,16.31,3.5,18,1.33,1,1
75,415,no,no,36,262.6,140,10.31,219.8,132,5.94,324.8,120,2.51,1.2,10,1.99,2,0
190,415,no,yes,26,25.6,88,36.94,182.1,153,11.8,84.5,43,7.4,14.2,4,0.6,0,0
62,415,no,no,21,31.3,125,22.84,108.4,79,14.64,10.1,99,5.74,14.5,5,1.27,1,1
94,415,no,no,50,228.2,60,3.32,320.8,128,10.49,86.0,32,6.6,3.5,5,4.21,5,1
95,408,yes,no,4,170.4,119,54.29,327.2,136,28.11,189.3,93,12.8,13.4,18,2.2,7,1
152,510,no,no,33,276.6,120,23.89,105.9,70,16.88,293.1,35,11.24,5.6,13,3.2,3,0
55,415,no,no,38,320.7,47,34.87,56.5,106,25.29,86.4,152,16.47,5.2,15,0.8,1,0
137,408,yes,no,2,135.9,58,52.24,54.1,151,22.82,44.6,12,3.15,6.5,11,0.92,4,0
131,415,no,no,16,208.7,10,23.73,175.8,132,19.83,255.2,166,9.24,10.4,17,4.7,2,0
31,408,no,yes,23,175.2,24,48.42,48.2,165,14.91,388.6,165,7.64,16.1,12,4.21,4,0
40,408,no,no,23,343.6,45,53.97,171.8,156,0.07,237.3,157,15.62,10.0,19,3.95,2,0
229,408,no,no,2,290.9,53,10.27,167.7,120,18.4,273.0,13,0.18,6.0,8,1.65,3,0
36,510,no,no,44,319.1,33,52.66,320.9,74,10.68,221.7,49,16.82,17.7,17,2.81,4,1
152,408,no,no,6,89.0,83,7.07,107.5,67,3.53,309.0,67,8.16,1.1,3,2.46,6,0
223,408,yes,no,24,270.4,134,16.23,203.5,137,13.34,385.4,0,10.63,15.9,10,4.78,1,0
6,510,no,no,2,92.9,61,47.68,269.9,97,22.07,214.9,2,6.12,15.7,17,1.2,5,0
66,510,no,no,14,73.1,56,53.14,216.3,131,28.85,164.6,163,14.49,5.1,2,4.74,5,0
212,408,no,no,28,330.5,92,40.36,346.3,51,11.22,339.8,131,9.55,4.0,3,3.53,5,1
220,510,no,no,49,6.8,115,6.18,218.6,73,16.28,383.0,170,11.27,17.5,8,2.07,6,0
75,415,no,no,28,337.9,75,30.86,327.4,17,25.54,51.0,13,11.03,11.2,12,1.33,2,0
4,415,no,no,9,52.2,132,33.79,89.0,75,10.02,228.4,88,6.19,0.9,14,3.79,4,0
79,510,no,yes,31,286.8,75,16.63,203.6,150,4.27,313.0,102,1.29,17.8,9,4.11,8,1
134,510,no,no,22,96.6,162,58.49,197.2,107,8.46,210.7,124,13.73,7.0,8,1.79,8,0
118,408,no,no,38,122.7,36,19.8,359.2,152,26.97,161.6,66,4.93,6.8,15,0.86,6,0
113,510,no,no,8,75.9,143,12.41,74.2,59,4.78,258.8,6,14.43,12.9,15,2.46,8,1
94,408,no,yes,36,204.9,29,6.5,51.2,36,9.88,106.7,7,10.35,13.2,12,2.34,2,0
230,415,no,no,39,121.8,41,22.33,222.0,76,13.94,137.9,43,6.01,7.1,4,3.63,6,0
179,510,no,no,13,230.1,60,40.86,81.2,145,25.41,391.9,134,10.1,2.9,9,4.87,0,0
62,408,no,no,3,5.5,47,13.65,232.0,125,28.13,251.4,47,10.97,11.0,0,2.66,6,0
185,408,no,no,19,22.5,83,45.4,353.0,28,12.77,344.8,61,12.01,12.5,2,3.66,2,0
194,415,no,no,27,34.9,92,7.99,343.6,107,27.96,319.1,24,13.98,17.2,2,1.75,2,0
79,510,no,yes,13,146.6,67,25.99,83.9,29,4.84,257.6,117,2.72,9.7,9,3.0,6,0
203,415,no,yes,43,285.2,45,41.44,62.0,118,4.71,332.1,112,16.05,12.9,16,0.58,7,0
136,408,no,no,33,310.9,112,7.98,203.5,101,28.48,113.4,145,6.98,1.1,17,4.07,3,0
26,408,no,no,12,85.7,27,35.27,213.0,6,15.29,251.7,121,14.63,17.9,12,1.72,0,0
179,510,no,yes,30,201.0,76,47.14,240.4,168,5.58,233.3,3,3.75,6.5,1,0.4,4,0
173,408,no,yes,32,268.9,120,35.14,269.2,73,14.64,245.9,144,0.49,12.6,15,4.95,3,0
44,510,no,yes,38,101.1,2,30.18,218.1,36,23.5,66.6,46,9.75,18.3,3,4.51,8,0
133,415,yes,no,27,143.2,36,49.46,40.6,26,24.81,109.5,117,5.52,16.2,17,0.99,2,0
70,510,yes,yes,24,183.4,146,58.14,286.8,20,25.92,113.2,44,16.74,12.8,13,1.82,3,0
154,510,no,no,31,47.2,91,10.7,28.9,42,17.09,237.8,88,1.78,14.1,5,4.68,2,0
118,408,no,no,8,9.1,82,40.79,7.3,50,26.01,384.2,2,0.8,18.4,10,3.98,2,0
68,408,no,yes,27,53.5,16,4.76,279.4,92,15.3,376.9,139,0.77,16.2,16,4.53,6,1
19,510,yes,no,30,219.4,120,2.53,199.1,70,18.21,89.7,144,3.69,12.2,7,2.81,4,0
212,408,yes,yes,16,25.8,86,16.57,253.6,12,22.76,120.4,117,9.85,13.2,2,1.22,4,0
225,408,no,no,22,66.4,39,57.28,138.9,108,12.76,14.2,21,8.59,2.9,2,1.14,3,0
20,408,no,yes,12,118.2,72,32.58,4.0,113,2.21,157.5,38,5.95,9.4,16,2.63,7,1
113,510,no,no,9,27.3,28,15.83,120.2,152,10.5,329.7,38,1.51,6.0,3,4.62,0,0
140,408,no,no,15,67.1,41,7.82,220.8,124,18.72,361.7,106,3.97,8.6,18,3.16,8,1
47,510,no,yes,5,318.9,28,54.29,81.9,104,5.77,93.4,99,3.13,13.2,7,0.17,8,1
1,408,yes,yes,47,6.8,65,21.38,249.7,140,4.45,105.0,15,12.68,3.0,16,2.8,4,0
90,415,no,no,10,228.7,123,18.1,288.4,36,8.79,87.2,117,13.26,0.3,4,3.04,0,0
142,408,yes,yes,2,134.5,144,50.62,164.9,157,0.96,138.3,28,13.21,7.9,10,2.91,1,0
64,408,no,no,27,235.4,119,35.66,317.9,139,22.3,317.9,70,16.47,6.4,11,3.46,1,0
38,510,no,no,40,206.0,108,9.95,310.3,17,7.76,255.5,168,15.03,8.4,14,1.47,5,1
37,510,no,no,14,78.2,158,24.87,318.7,121,3.73,310.4,155,8.46,18.6,11,0.72,8,1
126,408,no,no,12,296.5,91,54.77,240.0,84,20.97,230.3,76,7.05,14.1,6,3.75,2,0
139,415,no,no,41,172.2,111,53.17,110.6,116,25.29,101.8,148,15.57,6.5,2,0.98,7,0
100,408,no,no,44,287.9,51,4.14,174.7,117,0.6,90.1,131,10.39,3.6,9,0.57,1,0
77,408,no,no,16,142.1,59,15.85,257.9,61,7.01,3.6,125,5.0,12.4,15,1.8,4,0
235,415,no,yes,6,344.6,93,9.12,76.4,23,28.36,308.5,98,9.6,13.2,0,4.16,3,1
3,510,no,yes,27,269.7,143,31.49,268.2,59,11.56,334.6,115,16.87,9.7,10,0.41,4,1
161,408,no,no,37,338.1,97,44.25,199.0,144,28.16,303.5,14,14.44,4.3,16,0.98,3,0
134,510,no,no,12,180.0,13,17.44,34.9,105,8.23,29.4,89,4.78,0.6,13,2.38,0,0
178,510,no,no,16,165.8,50,44.72,202.3,59,6.54,301.1,173,16.2,5.3,17,1.44,0,0
10,415,no,yes,14,264.4,23,39.45,24.2,8,6.42,18.1,134,16.68,9.1,11,3.61,5,1
5,415,no,no,35,308.1,106,42.97,5.2,142,2.56,41.7,145,3.93,15.8,15,3.37,7,1
151,510,no,yes,27,337.5,72,55.95,322.9,76,26.89,174.0,88,15.23,17.1,7,4.21,6,1
138,408,no,yes,14,113.6,146,25.05,177.8,155,29.4,188.1,148,15.01,8.3,2,1.02,3,0
172,510,no,no,45,279.5,83,20.21,197.2,80,28.64,322.4,115,0.68,15.9,10,3.24,4,1
130,408,no,yes,10,73.7,60,40.35,101.6,125,25.56,268.4,135,11.38,19.9,14,3.87,7,0
13,408,no,no,30,191.0,105,47.65,197.0,136,25.41,60.6,19,5.19,14.3,3,0.31,5,1
168,415,no,no,3,62.9,93,11.3,61.3,55,19.83,89.3,81,11.47,14.6,15,0.18,7,0
130,408,no,no,34,121.6,62,49.96,270.7,93,24.79,112.8,116,15.53,18.2,16,2.8,5,1
84,408,no,no,33,326.0,153,3.41,298.9,126,6.25,48.9,66,8.48,6.8,13,2.94,7,1
65,510,yes,yes,26,51.1,94,0.38,310.7,35,11.64,113.6,61,7.05,0.2,1,1.96,3,0
63,415,no,yes,9,221.3,34,9.35,38.7,127,19.23,287.8,17,15.67,19.7,14,0.18,1,0
101,408,yes,no,29,207.5,66,57.74,202.5,19,26.24,95.4,90,16.56,9.8,7,2.01,2,0
73,408,no,no,44,42.3,55,30.89,293.6,54,19.81,330.0,109,1.06,15.7,12,3.21,4,1
17,415,no,no,19,114.1,39,2.75,46.5,59,25.17,185.5,55,15.69,16.2,2,3.51,3,0
9,510,no,yes,28,197.0,156,58.83,36.1,162,14.22,127.6,84,1.41,8.0,3,2.46,4,0
203,415,no,no,28,65.5,133,43.95,296.5,128,21.52,162.9,149,5.73,10.8,3,2.63,0,0
143,415,no,no,22,280.2,128,49.44,289.2,44,29.4,280.3,7,12.96,10.8,3,3.36,0,0
152,408,yes,no,49,340.3,23,12.56,162.9,167,4.6,204.1,138,13.21,4.4,1,2.25,1,0
38,408,no,no,20,75.2,101,6.22,39.8,165,27.81,2.9,106,12.34,2.4,12,1.32,1,0
163,510,no,yes,47,65.4,161,30.39,187.4,23,15.67,364.3,11,0.66,10.9,7,1.11,7,1
94,408,no,yes,42,159.2,114,45.56,143.3,3,19.3,26.1,102,2.26,2.4,8,3.76,3,0
95,408,no,no,9,261.7,134,37.63,188.2,90,26.34,370.8,62,15.92,6.9,0,2.44,5,1
49,415,no,no,40,98.6,74,37.23,159.7,106,12.29,11.1,26,1.38,3.7,0,3.12,1,0
69,408,no,yes,11,7.0,10,44.67,206.4,12,12.56,304.5,34,1.34,14.1,8,2.36,0,0
62,510,yes,no,29,189.4,35,13.39,263.9,148,15.82,211.2,129,14.21,17.4,10,4.09,6,0
188,415,no,yes,50,334.8,147,39.03,281.3,100,0.57,199.8,135,10.9,11.6,15,2.48,3,0
236,510,no,yes,32,136.9,62,23.13,235.6,159,14.9,28.7,19,5.98,8.2,3,4.94,3,0
178,415,yes,no,17,147.0,79,4.12,72.2,165,8.73,94.3,7,2.82,19.9,14,1.21,1,1
78,408,no,yes,13,339.1,87,11.93,144.2,94,27.84,307.1,67,15.03,0.4,6,0.69,8,1
117,415,no,no,21,243.1,29,46.85,25.9,159,2.63,352.0,158,16.81,6.1,1,1.87,1,0
120,415,no,no,20,251.7,157,52.86,164.0,56,13.78,209.0,159,0.85,5.6,9,4.59,4,1
203,408,yes,yes,0,196.9,102,16.69,352.2,157,28.42,139.6,140,9.42,7.1,16,4.26,5,0
137,408,no,yes,48,341.1,111,11.23,232.9,70,27.03,23.7,85,4.44,4.6,10,1.24,2,1
162,510,no,no,42,241.1,83,1.58,56.1,165,21.04,269.5,25,14.15,5.3,18,3.0,2,0
76,510,no,yes,14,313.3,149,55.91,97.5,153,17.68,110.0,80,5.88,5.2,9,2.94,5,1
227,408,no,no,35,244.8,104,40.35,23.4,99,8.42,21.7,156,12.15,10.1,3,1.47,4,1
35,408,no,no,46,257.3,20,56.46,66.2,106,11.01,263.0,119,9.17,7.8,12,1.18,4,1
1,408,no,no,21,101.6,36,50.97,177.1,89,2.7,191.9,17,9.21,12.8,0,1.95,4,0
40,415,no,no,31,106.2,26,20.09,125.2,107,23.58,4.7,68,14.59,10.3,6,3.94,8,0
64,415,no,yes,45,274.0,101,6.65,74.0,129,9.72,43.8,139,8.0,3.7,8,0.96,7,1
